DATE;TIME;OPEN;HIGH;LOW;CLOSE;VOL
14.09.2018;20:58;108150;108150;108150;108150;2
14.09.2018;20:59;108140;108140;108130;108140;8
14.09.2018;21:01;108140;108140;108080;108100;10
14.09.2018;21:02;108090;108120;108090;108100;8
14.09.2018;21:03;108100;108180;108100;108180;4
14.09.2018;21:05;108130;108130;108130;108130;3
14.09.2018;21:06;108110;108110;108090;108090;4
14.09.2018;21:08;108100;108100;108100;108100;3
14.09.2018;21:10;108090;108090;108090;108090;1
14.09.2018;21:11;108110;108110;108110;108110;3
14.09.2018;21:12;108090;108090;108090;108090;1
14.09.2018;21:13;108090;108090;108090;108090;1
14.09.2018;21:17;108090;108090;108090;108090;2
14.09.2018;21:18;108100;108100;108100;108100;2
14.09.2018;21:19;108130;108140;108130;108140;5
14.09.2018;21:20;108160;108160;108160;108160;2
14.09.2018;21:21;108200;108220;108200;108220;10
14.09.2018;21:22;108230;108240;108230;108240;4
14.09.2018;21:23;108220;108230;108220;108230;9
14.09.2018;21:24;108250;108260;108220;108220;10
14.09.2018;21:25;108250;108250;108250;108250;1
14.09.2018;21:26;108250;108250;108250;108250;19
14.09.2018;21:27;108250;108250;108250;108250;81
14.09.2018;21:28;108260;108260;108250;108250;4
14.09.2018;21:29;108260;108280;108260;108280;3
14.09.2018;21:30;108210;108210;108210;108210;1
14.09.2018;21:31;108210;108210;108180;108180;3
14.09.2018;21:37;108230;108230;108230;108230;3
14.09.2018;21:40;108240;108240;108240;108240;1
14.09.2018;21:41;108230;108230;108230;108230;3
14.09.2018;21:44;108260;108280;108260;108280;8
14.09.2018;21:45;108280;108280;108280;108280;12
14.09.2018;21:46;108250;108250;108250;108250;1
14.09.2018;21:47;108250;108250;108250;108250;6
14.09.2018;21:51;108300;108400;108300;108350;133
14.09.2018;21:52;108330;108330;108300;108300;15
14.09.2018;22:01;108290;108290;108290;108290;2
14.09.2018;22:02;108260;108290;108260;108290;6
14.09.2018;22:03;108260;108260;108260;108260;5
14.09.2018;22:04;108280;108280;108280;108280;5
14.09.2018;22:09;108350;108350;108350;108350;1
14.09.2018;22:10;108340;108370;108330;108330;34
14.09.2018;22:11;108330;108330;108290;108290;7
14.09.2018;22:14;108300;108300;108300;108300;1
14.09.2018;22:17;108340;108340;108340;108340;10
14.09.2018;22:18;108320;108320;108320;108320;6
14.09.2018;22:20;108320;108320;108320;108320;1
14.09.2018;22:23;108320;108320;108300;108320;9
14.09.2018;22:25;108310;108310;108310;108310;6
14.09.2018;22:26;108290;108290;108290;108290;1
14.09.2018;22:27;108230;108230;108210;108230;7
14.09.2018;22:34;108260;108260;108260;108260;2
14.09.2018;22:37;108280;108280;108280;108280;2
14.09.2018;22:38;108240;108250;108240;108250;2
14.09.2018;22:39;108240;108240;108230;108230;15
14.09.2018;22:40;108210;108210;108210;108210;5
14.09.2018;22:43;108200;108200;108200;108200;3
14.09.2018;22:44;108180;108180;108180;108180;6
14.09.2018;22:49;108190;108190;108190;108190;2
14.09.2018;22:50;108170;108170;108170;108170;2
14.09.2018;22:53;108190;108190;108190;108190;1
14.09.2018;22:55;108180;108180;108180;108180;5
14.09.2018;22:56;108150;108150;108150;108150;1
14.09.2018;22:58;108140;108140;108100;108100;8
14.09.2018;22:59;108070;108100;108050;108050;18
14.09.2018;23:11;108120;108120;108120;108120;1
14.09.2018;23:13;108130;108130;108130;108130;1
14.09.2018;23:14;108140;108140;108140;108140;1
14.09.2018;23:15;108140;108180;108140;108180;13
14.09.2018;23:16;108180;108180;108180;108180;1
14.09.2018;23:17;108190;108260;108190;108260;20
14.09.2018;23:18;108200;108200;108190;108190;3
14.09.2018;23:22;108220;108220;108220;108220;5
14.09.2018;23:24;108260;108260;108260;108260;1
14.09.2018;23:25;108280;108280;108280;108280;7
14.09.2018;23:33;108220;108220;108220;108220;1
14.09.2018;23:34;108230;108230;108230;108230;1
14.09.2018;23:35;108230;108230;108230;108230;3
14.09.2018;23:36;108200;108200;108180;108180;12
14.09.2018;23:39;108230;108230;108230;108230;1
14.09.2018;23:40;108300;108310;108300;108300;3
14.09.2018;23:43;108300;108300;108280;108280;6
14.09.2018;23:45;108300;108300;108300;108300;4
14.09.2018;23:46;108330;108330;108330;108330;8
14.09.2018;23:47;108330;108330;108290;108290;5
14.09.2018;23:48;108340;108340;108340;108340;1
14.09.2018;23:49;108340;108350;108310;108310;12
14.09.2018;23:50;108370;108380;108310;108310;7
16.10.2018;10:01;114540;115140;114540;114890;3290
16.10.2018;10:02;114870;115020;114800;114820;2115
16.10.2018;10:03;114810;114820;114660;114720;2083
16.10.2018;10:04;114720;114730;114550;114580;1379
16.10.2018;10:05;114570;114680;114570;114650;1655
16.10.2018;10:06;114660;114710;114630;114710;1188
16.10.2018;10:07;114710;114730;114410;114450;2408
16.10.2018;10:08;114460;114550;114390;114550;1803
16.10.2018;10:09;114550;114580;114430;114480;802
16.10.2018;10:10;114470;114540;114470;114500;495
16.10.2018;10:11;114500;114770;114470;114770;1612
16.10.2018;10:12;114760;114810;114690;114740;878
16.10.2018;10:13;114740;114780;114650;114680;640
16.10.2018;10:14;114670;114710;114530;114590;544
16.10.2018;10:15;114580;114660;114550;114580;556
16.10.2018;10:16;114590;114640;114520;114610;699
16.10.2018;10:17;114600;114670;114590;114640;181
16.10.2018;10:18;114640;114800;114630;114740;841
16.10.2018;10:19;114750;114820;114740;114790;916
16.10.2018;10:20;114790;114840;114750;114780;766
16.10.2018;10:21;114780;114830;114730;114810;973
16.10.2018;10:22;114820;114890;114740;114780;1293
16.10.2018;10:23;114770;114810;114730;114800;342
16.10.2018;10:24;114780;114780;114670;114740;547
16.10.2018;10:25;114740;114820;114740;114770;354
16.10.2018;10:26;114780;114830;114720;114750;527
16.10.2018;10:27;114750;114840;114750;114830;210
16.10.2018;10:28;114840;114890;114770;114810;547
16.10.2018;10:29;114810;114990;114810;114940;1283
16.10.2018;10:30;114940;114960;114840;114860;1008
16.10.2018;10:31;114870;114960;114870;114960;631
16.10.2018;10:32;114950;114970;114890;114910;328
16.10.2018;10:33;114910;114940;114890;114920;298
16.10.2018;10:34;114910;114930;114890;114920;304
16.10.2018;10:35;114920;114990;114910;114990;386
16.10.2018;10:36;114980;114980;114890;114960;546
16.10.2018;10:37;114950;114980;114900;114970;350
16.10.2018;10:38;114970;114970;114870;114890;407
16.10.2018;10:39;114880;114900;114860;114900;203
16.10.2018;10:40;114900;114960;114880;114940;362
16.10.2018;10:41;114940;115020;114900;114980;1080
16.10.2018;10:42;114960;114960;114700;114750;1520
16.10.2018;10:43;114750;114780;114700;114730;604
16.10.2018;10:44;114720;114720;114610;114650;970
16.10.2018;10:45;114650;114700;114550;114670;1372
16.10.2018;10:46;114670;114760;114620;114740;657
16.10.2018;10:47;114750;114850;114750;114790;880
16.10.2018;10:48;114800;114850;114790;114810;337
16.10.2018;10:49;114810;114870;114790;114830;419
16.10.2018;10:50;114840;114840;114750;114790;289
16.10.2018;10:51;114780;114820;114780;114790;144
16.10.2018;10:52;114790;114790;114690;114730;670
16.10.2018;10:53;114730;114730;114640;114710;515
16.10.2018;10:54;114710;114740;114700;114720;183
16.10.2018;10:55;114720;114720;114620;114630;376
16.10.2018;10:56;114630;114680;114550;114680;647
16.10.2018;10:57;114680;114720;114630;114700;277
16.10.2018;10:58;114700;114710;114600;114620;333
16.10.2018;10:59;114630;114660;114490;114520;985
16.10.2018;11:00;114520;114670;114500;114650;905
16.10.2018;11:01;114630;114750;114600;114690;942
16.10.2018;11:02;114690;114720;114650;114700;225
16.10.2018;11:03;114700;114720;114560;114610;572
16.10.2018;11:04;114610;114670;114590;114630;270
16.10.2018;11:05;114630;114670;114610;114630;297
16.10.2018;11:06;114640;114670;114600;114640;152
16.10.2018;11:07;114650;114650;114590;114650;207
16.10.2018;11:08;114650;114750;114630;114750;263
16.10.2018;11:09;114750;114860;114750;114830;1528
16.10.2018;11:10;114830;115040;114830;114880;2451
16.10.2018;11:11;114890;114920;114850;114880;546
16.10.2018;11:12;114850;114870;114790;114810;552
16.10.2018;11:13;114800;114820;114750;114770;776
16.10.2018;11:14;114760;114790;114710;114730;355
16.10.2018;11:15;114730;114770;114700;114720;414
16.10.2018;11:16;114710;114790;114710;114770;389
16.10.2018;11:17;114780;114790;114730;114770;195
16.10.2018;11:18;114780;114800;114710;114800;263
16.10.2018;11:19;114790;114820;114780;114820;216
16.10.2018;11:20;114820;114830;114780;114780;221
16.10.2018;11:21;114780;114780;114660;114730;547
16.10.2018;11:22;114710;114730;114670;114690;218
16.10.2018;11:23;114680;114730;114670;114700;86
16.10.2018;11:24;114710;114840;114700;114810;406
16.10.2018;11:25;114800;114830;114770;114800;450
16.10.2018;11:26;114790;114870;114760;114860;321
16.10.2018;11:27;114870;114940;114830;114900;666
16.10.2018;11:28;114920;114920;114850;114870;180
16.10.2018;11:29;114850;114920;114850;114890;217
16.10.2018;11:30;114880;114890;114850;114870;129
16.10.2018;11:31;114880;114950;114880;114930;546
16.10.2018;11:32;114930;114940;114880;114890;248
16.10.2018;11:33;114890;114890;114820;114870;464
16.10.2018;11:34;114870;114880;114810;114810;370
16.10.2018;11:35;114820;114850;114730;114760;501
16.10.2018;11:36;114750;114790;114720;114770;212
16.10.2018;11:37;114780;114850;114780;114840;204
16.10.2018;11:38;114860;114880;114830;114860;281
16.10.2018;11:39;114850;114940;114850;114940;382
16.10.2018;11:40;114940;114960;114910;114930;344
16.10.2018;11:41;114930;114980;114900;114930;518
16.10.2018;11:42;114940;114960;114910;114960;211
16.10.2018;11:43;114950;114990;114910;114990;242
16.10.2018;11:44;114970;115000;114890;114910;805
16.10.2018;11:45;114930;114980;114910;114950;182
16.10.2018;11:46;114950;114980;114890;114950;340
16.10.2018;11:47;114950;114960;114920;114950;169
16.10.2018;11:48;114950;114960;114900;114950;184
16.10.2018;11:49;114960;115040;114940;115000;796
16.10.2018;11:50;115000;115110;114970;115040;1395
16.10.2018;11:51;115030;115080;114970;115070;590
16.10.2018;11:52;115070;115100;115010;115020;555
16.10.2018;11:53;115020;115100;115020;115070;312
16.10.2018;11:54;115070;115260;115070;115080;2874
16.10.2018;11:55;115070;115110;115040;115050;326
16.10.2018;11:56;115060;115060;114990;115000;640
16.10.2018;11:57;115010;115030;114880;114900;940
16.10.2018;11:58;114920;114950;114900;114920;188
16.10.2018;11:59;114910;114970;114900;114970;279
16.10.2018;12:00;114960;115080;114940;115020;501
16.10.2018;12:01;115030;115080;115010;115020;558
16.10.2018;12:02;115040;115040;114910;114930;624
16.10.2018;12:03;114930;114930;114830;114860;621
16.10.2018;12:04;114860;114900;114820;114870;396
16.10.2018;12:05;114860;114940;114850;114850;194
16.10.2018;12:06;114860;114860;114800;114830;359
16.10.2018;12:07;114850;114900;114780;114890;408
16.10.2018;12:08;114880;114890;114770;114860;360
16.10.2018;12:09;114860;114910;114850;114900;188
16.10.2018;12:10;114890;114890;114830;114830;60
16.10.2018;12:11;114840;114890;114830;114870;199
16.10.2018;12:12;114890;114930;114840;114910;328
16.10.2018;12:13;114920;114940;114870;114870;121
16.10.2018;12:14;114870;114890;114840;114840;98
16.10.2018;12:15;114850;114920;114850;114910;107
16.10.2018;12:16;114910;114990;114910;114950;385
16.10.2018;12:17;114960;115000;114950;114990;854
16.10.2018;12:18;114990;115070;114970;115020;740
16.10.2018;12:19;115010;115040;114940;115020;596
16.10.2018;12:20;115010;115130;114980;115090;1356
16.10.2018;12:21;115090;115090;115040;115060;547
16.10.2018;12:22;115070;115090;115050;115060;148
16.10.2018;12:23;115050;115050;114970;114970;359
16.10.2018;12:24;115000;115000;114920;114950;397
16.10.2018;12:25;114960;114980;114920;114950;204
16.10.2018;12:26;114960;114980;114930;114950;161
16.10.2018;12:27;114950;115050;114920;115050;586
16.10.2018;12:28;115040;115050;115000;115000;105
16.10.2018;12:29;115000;115050;114970;114980;333
16.10.2018;12:30;114980;115040;114970;115000;277
16.10.2018;12:31;114990;115040;114970;114980;256
16.10.2018;12:32;114990;115000;114890;114910;720
16.10.2018;12:33;114910;114940;114900;114920;193
16.10.2018;12:34;114910;114950;114900;114930;241
16.10.2018;12:35;114940;114960;114930;114930;70
16.10.2018;12:36;114920;114950;114900;114910;126
16.10.2018;12:37;114930;114930;114860;114870;390
16.10.2018;12:38;114870;114900;114860;114880;256
16.10.2018;12:39;114870;114930;114870;114900;216
16.10.2018;12:40;114900;114930;114880;114910;146
16.10.2018;12:41;114930;114970;114930;114950;184
16.10.2018;12:42;114960;114980;114940;114960;84
16.10.2018;12:43;114960;114980;114950;114960;81
16.10.2018;12:44;114950;114950;114870;114900;204
16.10.2018;12:45;114900;114900;114850;114880;570
16.10.2018;12:46;114870;114890;114850;114890;383
16.10.2018;12:47;114890;114960;114870;114940;217
16.10.2018;12:48;114960;115050;114950;115020;507
16.10.2018;12:49;115020;115030;114940;114950;269
16.10.2018;12:50;114950;115020;114940;114990;151
16.10.2018;12:51;114990;115010;114960;115010;220
16.10.2018;12:52;115000;115050;115000;115040;255
16.10.2018;12:53;115030;115050;115000;115000;160
16.10.2018;12:54;115000;115000;114950;114970;407
16.10.2018;12:55;114960;114970;114890;114890;224
16.10.2018;12:56;114890;114970;114890;114960;163
16.10.2018;12:57;114940;115040;114940;114980;308
16.10.2018;12:58;114970;115000;114960;114990;96
16.10.2018;12:59;115000;115020;114980;114990;105
16.10.2018;13:00;115000;115010;114970;115000;168
16.10.2018;13:01;115000;115040;114990;115000;310
16.10.2018;13:02;115000;115010;114960;114970;260
16.10.2018;13:03;114960;114960;114930;114940;109
16.10.2018;13:04;114950;115000;114950;114990;130
16.10.2018;13:05;115000;115010;114960;114990;134
16.10.2018;13:06;114980;115050;114960;114970;344
16.10.2018;13:07;114970;114980;114900;114920;295
16.10.2018;13:08;114930;114940;114900;114920;133
16.10.2018;13:09;114900;114930;114900;114930;110
16.10.2018;13:10;114920;114950;114900;114910;84
16.10.2018;13:11;114910;114940;114810;114820;839
16.10.2018;13:12;114820;114870;114800;114860;536
16.10.2018;13:13;114870;114870;114800;114830;533
16.10.2018;13:14;114820;114820;114770;114800;412
16.10.2018;13:15;114800;114860;114780;114830;249
16.10.2018;13:16;114820;114830;114710;114770;737
16.10.2018;13:17;114750;114810;114740;114760;277
16.10.2018;13:18;114760;114800;114740;114770;154
16.10.2018;13:19;114760;114790;114750;114790;59
16.10.2018;13:20;114770;114810;114770;114800;107
16.10.2018;13:21;114800;114840;114790;114830;239
16.10.2018;13:22;114830;114850;114820;114840;159
16.10.2018;13:23;114840;114850;114800;114810;170
16.10.2018;13:24;114820;114880;114810;114850;223
16.10.2018;13:25;114850;114930;114850;114900;453
16.10.2018;13:26;114900;114910;114870;114900;145
16.10.2018;13:27;114890;114970;114890;114920;491
16.10.2018;13:28;114920;114930;114910;114930;102
16.10.2018;13:29;114930;114930;114880;114890;123
16.10.2018;13:30;114890;114940;114890;114930;110
16.10.2018;13:31;114920;114930;114850;114870;332
16.10.2018;13:32;114870;114890;114860;114870;44
16.10.2018;13:33;114880;114920;114880;114890;130
16.10.2018;13:34;114880;114890;114860;114860;48
16.10.2018;13:35;114860;114920;114860;114910;144
16.10.2018;13:36;114920;114920;114850;114870;91
16.10.2018;13:37;114870;114870;114780;114820;323
16.10.2018;13:38;114820;114840;114800;114820;133
16.10.2018;13:39;114820;114840;114770;114790;122
16.10.2018;13:40;114790;114820;114780;114790;85
16.10.2018;13:41;114800;114860;114800;114840;129
16.10.2018;13:42;114830;114870;114820;114840;87
16.10.2018;13:43;114830;114840;114790;114830;174
16.10.2018;13:44;114840;114850;114800;114820;113
16.10.2018;13:45;114830;114830;114800;114810;82
16.10.2018;13:46;114800;114870;114800;114850;203
16.10.2018;13:47;114850;114850;114770;114770;157
16.10.2018;13:48;114780;114800;114740;114760;230
16.10.2018;13:49;114760;114790;114730;114780;121
16.10.2018;13:50;114770;114780;114720;114730;507
16.10.2018;13:51;114740;114750;114700;114700;280
16.10.2018;13:52;114700;114700;114570;114630;1955
16.10.2018;13:53;114620;114630;114580;114610;529
16.10.2018;13:54;114610;114650;114600;114620;301
16.10.2018;13:55;114620;114640;114610;114610;141
16.10.2018;13:56;114610;114630;114580;114630;398
16.10.2018;13:57;114620;114640;114620;114630;142
16.10.2018;13:58;114640;114640;114580;114580;304
16.10.2018;13:59;114590;114590;114560;114570;188
16.10.2018;14:00;114580;114580;114450;114500;1885
16.10.2018;14:06;114510;114520;114360;114470;1853
16.10.2018;14:07;114460;114560;114450;114530;887
16.10.2018;14:08;114540;114570;114510;114560;525
16.10.2018;14:09;114570;114670;114570;114630;1148
16.10.2018;14:10;114640;114650;114620;114640;144
16.10.2018;14:11;114640;114690;114630;114660;268
16.10.2018;14:12;114660;114680;114590;114590;494
16.10.2018;14:13;114590;114630;114580;114590;240
16.10.2018;14:14;114600;114600;114500;114510;582
16.10.2018;14:15;114520;114590;114520;114590;205
16.10.2018;14:16;114580;114630;114570;114620;207
16.10.2018;14:17;114620;114630;114600;114610;87
16.10.2018;14:18;114630;114700;114630;114660;481
16.10.2018;14:19;114660;114710;114650;114670;385
16.10.2018;14:20;114670;114720;114650;114650;261
16.10.2018;14:21;114650;114700;114650;114700;96
16.10.2018;14:22;114700;114710;114600;114620;372
16.10.2018;14:23;114620;114650;114560;114560;440
16.10.2018;14:24;114570;114570;114440;114460;1678
16.10.2018;14:25;114460;114570;114440;114560;467
16.10.2018;14:26;114550;114550;114500;114510;211
16.10.2018;14:27;114500;114510;114430;114490;692
16.10.2018;14:28;114480;114530;114470;114480;413
16.10.2018;14:29;114490;114550;114480;114510;193
16.10.2018;14:30;114510;114520;114370;114390;775
16.10.2018;14:31;114400;114420;114300;114390;1673
16.10.2018;14:32;114380;114430;114370;114430;404
16.10.2018;14:33;114420;114460;114410;114450;311
16.10.2018;14:34;114450;114450;114390;114410;270
16.10.2018;14:35;114410;114420;114250;114300;1053
16.10.2018;14:36;114290;114370;114260;114360;942
16.10.2018;14:37;114360;114380;114340;114370;349
16.10.2018;14:38;114370;114380;114330;114360;400
16.10.2018;14:39;114370;114400;114370;114400;275
16.10.2018;14:40;114390;114400;114350;114380;284
16.10.2018;14:41;114370;114400;114320;114400;523
16.10.2018;14:42;114400;114420;114360;114410;255
16.10.2018;14:43;114390;114450;114390;114440;396
16.10.2018;14:44;114440;114450;114410;114430;239
16.10.2018;14:45;114440;114510;114430;114510;495
16.10.2018;14:46;114510;114550;114460;114480;859
16.10.2018;14:47;114470;114500;114450;114450;279
16.10.2018;14:48;114450;114470;114400;114400;419
16.10.2018;14:49;114400;114410;114370;114390;294
16.10.2018;14:50;114380;114420;114370;114390;226
16.10.2018;14:51;114390;114420;114360;114400;228
16.10.2018;14:52;114400;114430;114350;114360;352
16.10.2018;14:53;114370;114440;114370;114420;171
16.10.2018;14:54;114430;114490;114430;114470;436
16.10.2018;14:55;114480;114480;114430;114450;85
16.10.2018;14:56;114460;114470;114390;114440;91
16.10.2018;14:57;114440;114490;114440;114490;150
16.10.2018;14:58;114480;114590;114480;114560;576
16.10.2018;14:59;114560;114600;114540;114600;386
16.10.2018;15:00;114600;114650;114570;114620;1180
16.10.2018;15:01;114610;114680;114610;114640;653
16.10.2018;15:02;114650;114650;114580;114600;539
16.10.2018;15:03;114590;114610;114550;114570;466
16.10.2018;15:04;114580;114600;114540;114590;246
16.10.2018;15:05;114590;114620;114580;114600;342
16.10.2018;15:06;114600;114660;114560;114660;390
16.10.2018;15:07;114660;114700;114620;114660;544
16.10.2018;15:08;114670;114670;114630;114640;307
16.10.2018;15:09;114640;114690;114620;114680;350
16.10.2018;15:10;114660;114670;114630;114630;160
16.10.2018;15:11;114640;114800;114640;114780;1473
16.10.2018;15:12;114780;114840;114760;114760;973
16.10.2018;15:13;114760;114820;114760;114770;309
16.10.2018;15:14;114780;114890;114760;114820;914
16.10.2018;15:15;114810;114840;114810;114840;124
16.10.2018;15:16;114830;114850;114810;114830;229
16.10.2018;15:17;114840;114840;114800;114800;139
16.10.2018;15:18;114800;114830;114800;114810;282
16.10.2018;15:19;114810;114840;114800;114800;171
16.10.2018;15:20;114810;114810;114760;114760;388
16.10.2018;15:21;114760;114810;114760;114800;413
16.10.2018;15:22;114800;114820;114780;114820;356
16.10.2018;15:23;114820;114840;114800;114830;203
16.10.2018;15:24;114830;114850;114790;114790;293
16.10.2018;15:25;114790;114810;114770;114780;292
16.10.2018;15:26;114770;114840;114760;114840;220
16.10.2018;15:27;114830;114840;114780;114780;111
16.10.2018;15:28;114790;114830;114730;114810;856
16.10.2018;15:29;114810;114820;114760;114780;313
16.10.2018;15:30;114780;114790;114710;114780;760
16.10.2018;15:31;114770;114940;114760;114930;1585
16.10.2018;15:32;114910;114930;114860;114870;518
16.10.2018;15:33;114870;114880;114840;114860;322
16.10.2018;15:34;114870;114900;114840;114880;465
16.10.2018;15:35;114890;114890;114820;114860;416
16.10.2018;15:36;114870;114910;114860;114880;318
16.10.2018;15:37;114880;114900;114810;114820;361
16.10.2018;15:38;114820;114910;114820;114900;651
16.10.2018;15:39;114900;114910;114870;114870;438
16.10.2018;15:40;114870;114890;114830;114860;500
16.10.2018;15:41;114860;114860;114790;114810;468
16.10.2018;15:42;114810;114840;114790;114790;188
16.10.2018;15:43;114790;114800;114720;114720;1030
16.10.2018;15:44;114730;114770;114710;114760;416
16.10.2018;15:45;114760;114780;114740;114740;154
16.10.2018;15:46;114740;114760;114640;114650;944
16.10.2018;15:47;114640;114710;114610;114700;507
16.10.2018;15:48;114700;114740;114680;114740;366
16.10.2018;15:49;114720;114820;114720;114800;1041
16.10.2018;15:50;114800;114830;114790;114820;266
16.10.2018;15:51;114820;114820;114730;114780;339
16.10.2018;15:52;114780;114860;114780;114810;609
16.10.2018;15:53;114810;114850;114790;114830;208
16.10.2018;15:54;114830;115090;114810;115030;3466
16.10.2018;15:55;115030;115050;114950;115000;1311
16.10.2018;15:56;115000;115000;114920;114950;599
16.10.2018;15:57;114950;114970;114930;114940;560
16.10.2018;15:58;114920;114980;114920;114980;569
16.10.2018;15:59;114970;115000;114930;114950;601
16.10.2018;16:00;114940;114940;114870;114890;670
16.10.2018;16:01;114890;115070;114870;114960;1668
16.10.2018;16:02;114960;115010;114920;114970;817
16.10.2018;16:03;114960;114990;114920;114950;290
16.10.2018;16:04;114940;114950;114890;114910;863
16.10.2018;16:05;114900;114960;114890;114930;367
16.10.2018;16:06;114930;114990;114910;114960;361
16.10.2018;16:07;114970;114990;114930;114970;412
16.10.2018;16:08;114970;114990;114920;114940;348
16.10.2018;16:09;114940;115000;114940;114970;464
16.10.2018;16:10;114970;115040;114960;115010;856
16.10.2018;16:11;115010;115080;114980;114990;1419
16.10.2018;16:12;114990;115000;114960;114990;505
16.10.2018;16:13;114980;115020;114960;114980;294
16.10.2018;16:14;114960;115050;114960;115010;353
16.10.2018;16:15;115020;115150;115020;115150;1314
16.10.2018;16:16;115140;115150;115040;115060;1011
16.10.2018;16:17;115050;115060;115000;115000;622
16.10.2018;16:18;115010;115060;114980;115020;549
16.10.2018;16:19;115020;115050;114980;115050;1091
16.10.2018;16:20;115050;115060;115000;115020;222
16.10.2018;16:21;115020;115050;115000;115050;195
16.10.2018;16:22;115050;115080;115050;115060;265
16.10.2018;16:23;115060;115180;115060;115130;1254
16.10.2018;16:24;115130;115150;115090;115090;496
16.10.2018;16:25;115090;115220;115080;115140;1788
16.10.2018;16:26;115160;115370;115150;115230;3600
16.10.2018;16:27;115220;115240;115190;115200;423
16.10.2018;16:28;115200;115220;115160;115170;492
16.10.2018;16:29;115170;115180;115140;115170;422
16.10.2018;16:30;115180;115180;115130;115150;381
16.10.2018;16:31;115150;115150;115070;115150;1496
16.10.2018;16:32;115140;115270;115110;115260;1683
16.10.2018;16:33;115250;115260;115080;115100;756
16.10.2018;16:34;115100;115180;115080;115110;414
16.10.2018;16:35;115110;115130;115020;115040;824
16.10.2018;16:36;115060;115220;115060;115080;1168
16.10.2018;16:37;115080;115140;115070;115110;967
16.10.2018;16:38;115100;115200;115090;115100;1002
16.10.2018;16:39;115090;115180;115070;115090;676
16.10.2018;16:40;115090;115110;115060;115100;274
16.10.2018;16:41;115110;115190;115030;115040;1083
16.10.2018;16:42;115040;115120;115030;115110;518
16.10.2018;16:43;115090;115100;115050;115080;573
16.10.2018;16:44;115090;115110;115050;115070;848
16.10.2018;16:45;115050;115100;115040;115070;615
16.10.2018;16:46;115080;115150;114960;114960;1481
16.10.2018;16:47;114960;114970;114850;114920;2500
16.10.2018;16:48;114930;114970;114920;114950;1078
16.10.2018;16:49;114960;115020;114940;114980;960
16.10.2018;16:50;114980;114990;114940;114950;523
16.10.2018;16:51;114970;115020;114910;114960;1334
16.10.2018;16:52;114970;114990;114880;114880;752
16.10.2018;16:53;114880;114930;114860;114880;532
16.10.2018;16:54;114890;114970;114860;114970;567
16.10.2018;16:55;114960;115020;114890;114910;1206
16.10.2018;16:56;114900;115060;114890;115030;1593
16.10.2018;16:57;115030;115160;115020;115130;1286
16.10.2018;16:58;115140;115300;115120;115210;2310
16.10.2018;16:59;115220;115230;115170;115210;917
16.10.2018;17:00;115220;115230;115170;115210;643
16.10.2018;17:01;115200;115350;115190;115290;2436
16.10.2018;17:02;115290;115430;115250;115380;1724
16.10.2018;17:03;115370;115440;115340;115340;1961
16.10.2018;17:04;115340;115560;115340;115470;4038
16.10.2018;17:05;115470;115570;115470;115500;2228
16.10.2018;17:06;115520;115750;115490;115690;5811
16.10.2018;17:07;115690;115740;115570;115590;2740
16.10.2018;17:08;115590;115650;115570;115640;647
16.10.2018;17:09;115640;115700;115620;115660;688
16.10.2018;17:10;115660;115700;115580;115610;623
16.10.2018;17:11;115620;115660;115610;115630;553
16.10.2018;17:12;115620;115650;115560;115560;594
16.10.2018;17:13;115570;115670;115560;115670;853
16.10.2018;17:14;115680;115720;115580;115590;1154
16.10.2018;17:15;115590;115640;115550;115610;878
16.10.2018;17:16;115620;115710;115600;115610;1252
16.10.2018;17:17;115620;115680;115580;115580;1138
16.10.2018;17:18;115580;115640;115580;115640;608
16.10.2018;17:19;115640;115660;115540;115590;1011
16.10.2018;17:20;115590;115650;115570;115620;1276
16.10.2018;17:21;115620;115690;115620;115670;653
16.10.2018;17:22;115670;115690;115640;115660;303
16.10.2018;17:23;115670;115780;115600;115710;1639
16.10.2018;17:24;115720;115750;115650;115740;855
16.10.2018;17:25;115740;115780;115730;115770;1053
16.10.2018;17:26;115770;115810;115700;115810;1398
16.10.2018;17:27;115810;115830;115700;115740;1519
16.10.2018;17:28;115730;115730;115650;115690;1260
16.10.2018;17:29;115670;115760;115660;115710;575
16.10.2018;17:30;115710;115750;115660;115670;637
16.10.2018;17:31;115680;115690;115640;115680;614
16.10.2018;17:32;115680;115720;115660;115700;713
16.10.2018;17:33;115690;115750;115680;115750;947
16.10.2018;17:34;115740;115770;115640;115680;836
16.10.2018;17:35;115680;115690;115630;115660;578
16.10.2018;17:36;115670;115750;115670;115690;602
16.10.2018;17:37;115700;115730;115680;115710;300
16.10.2018;17:38;115720;115720;115680;115690;332
16.10.2018;17:39;115690;115750;115690;115720;295
16.10.2018;17:40;115730;115790;115720;115770;1223
16.10.2018;17:41;115780;115830;115760;115820;1202
16.10.2018;17:42;115810;115830;115780;115820;493
16.10.2018;17:43;115820;115910;115810;115890;2549
16.10.2018;17:44;115900;115960;115890;115930;1638
16.10.2018;17:45;115930;115990;115930;115930;1569
16.10.2018;17:46;115940;115980;115940;115950;594
16.10.2018;17:47;115950;116030;115930;115930;2276
16.10.2018;17:48;115930;115970;115930;115950;631
16.10.2018;17:49;115960;115980;115920;115940;473
16.10.2018;17:50;115930;115980;115880;115900;895
16.10.2018;17:51;115900;116020;115900;116000;666
16.10.2018;17:52;116000;116120;116000;116050;2184
